Time,Community,Cases
164,Compton,542
164,South Whittier,1437
164,Lawndale,126
164,El Monte,6
164,Florence-Firestone,3393
164,Brentwood,0
164,Glendora,9
164,Hacienda Heights,803
164,Harbor Gateway,0
164,Hawthorne,610
164,Lake Los Angeles,358
164,La Canada Flintridge,127
164,Whittier,92
164,San Pedro,75
164,La Verne,25
164,Culver City,194
164,West Hills,26
164,Lakewood,0
164,Park La Brea,0
164,Stevenson Ranch,197
164,Palmdale,20
164,Lomita,7
164,South El Monte,240
164,Pomona,9
164,Carson,378
164,Rowland Heights,535
164,Avalon,15
164,Valinda,1183
164,Santa Monica Mountains,4230
164,West Los Angeles,39
164,West Whittier/Los Nietos,770
165,Long Beach,9210
165,Pasadena,2482
165,City of Agoura Hills,128
165,City of Alhambra,1019
165,City of Arcadia,390
165,City of Artesia,255
165,City of Avalon,5
165,City of Azusa,1206
165,City of Baldwin Park,2315
165,City of Bell,1309
165,City of Bell Gardens,1572
165,City of Bellflower,1917
165,City of Beverly Hills,569
165,City of Bradbury,13
165,City of Burbank,1125
165,City of Calabasas,216
165,City of Carson,1444
165,City of Cerritos,457
165,City of Claremont,291
165,City of Commerce,463
165,City of Compton,3251
165,City of Covina,1096
165,City of Cudahy,911
165,City of Culver City,345
165,City of Diamond Bar,438
165,City of Downey,3316
165,City of Duarte,410
165,City of El Monte,3631
165,City of El Segundo,104
165,City of Gardena,969
165,City of Glendale,2672
165,City of Glendora,1055
165,City of Hawaiian Gardens,429
165,City of Hawthorne,1603
165,City of Hermosa Beach,169
165,City of Hidden Hills,6
165,City of Huntington Park,2344
165,City of Industry,29
165,City of Inglewood,2337
165,City of Irwindale,61
165,City of La Canada Flintridge,137
165,City of La Habra Heights,31
165,City of La Mirada,694
165,City of La Puente,1194
165,City of La Verne,357
165,City of Lakewood,1005
165,City of Lancaster,2484
165,City of Lawndale,530
165,City of Lomita,196
165,City of Lynwood,2673
165,City of Malibu,87
165,City of Manhattan Beach,287
165,City of Maywood,1153
165,City of Monrovia,593
165,City of Montebello,1843
165,City of Monterey Park,747
165,City of Norwalk,2673
165,City of Palmdale,3128
165,City of Palos Verdes Estates,76
165,City of Paramount,1977
165,City of Pico Rivera,1945
165,City of Pomona,4357
165,City of Rancho Palos Verdes,245
165,City of Redondo Beach,476
165,City of Rolling Hills,5
165,City of Rolling Hills Estates,33
165,City of Rosemead,680
165,City of San Dimas,410
165,City of San Fernando,719
165,City of San Gabriel,474
165,City of San Marino,62
165,City of Santa Clarita,2548
165,City of Santa Fe Springs,429
165,City of Santa Monica,693
165,City of Sierra Madre,62
165,City of Signal Hill,210
165,City of South El Monte,649
165,City of South Gate,3718
165,City of South Pasadena,233
165,City of Temple City,433
165,City of Torrance,1162
165,City of Vernon,10
165,City of Walnut,225
165,City of West Covina,2326
165,City of West Hollywood,454
165,City of Westlake Village,23
165,City of Whittier,1784
165,Los Angeles - Adams-Normandie,206
165,Los Angeles - Alsace,290
165,Los Angeles - Angeles National Forest,2
165,Los Angeles - Angelino Heights,55
165,Los Angeles - Arleta,1147
165,Los Angeles - Atwater Village,185
165,Los Angeles - Baldwin Hills,515
165,Los Angeles - Bel Air,62
165,Los Angeles - Beverly Crest,91
165,Los Angeles - Beverlywood,126
165,Los Angeles - Boyle Heights,3625
165,Los Angeles - Brentwood,223
165,Los Angeles - Brookside,3
165,Los Angeles - Cadillac-Corning,102
165,Los Angeles - Canoga Park,1486
165,Los Angeles - Carthay,184
165,Los Angeles - Central,1770
165,Los Angeles - Century City,100
165,Los Angeles - Century Palms/Cove,1269
165,Los Angeles - Chatsworth,553
165,Los Angeles - Cheviot Hills,57
165,Los Angeles - Chinatown,95
165,Los Angeles - Cloverdale/Cochran,250
165,Los Angeles - Country Club Park,253
165,Los Angeles - Crenshaw District,260
165,Los Angeles - Crestview,162
165,Los Angeles - Del Rey,290
165,Los Angeles - Downtown,603
165,Los Angeles - Eagle Rock,536
165,Los Angeles - East Hollywood,532
165,Los Angeles - Echo Park,185
165,Los Angeles - El Sereno,985
165,Los Angeles - Elysian Park,83
165,Los Angeles - Elysian Valley,216
165,Los Angeles - Encino,431
165,Los Angeles - Exposition,68
165,Los Angeles - Exposition Park,1072
165,Los Angeles - Faircrest Heights,26
165,Los Angeles - Figueroa Park Square,269
165,Los Angeles - Florence-Firestone,1926
165,Los Angeles - Glassell Park,554
165,Los Angeles - Gramercy Place,203
165,Los Angeles - Granada Hills,958
165,Los Angeles - Green Meadows,787
165,Los Angeles - Hancock Park,182
165,Los Angeles - Harbor City,402
165,Los Angeles - Harbor Gateway,774
165,Los Angeles - Harbor Pines,16
165,Los Angeles - Harvard Heights,473
165,Los Angeles - Harvard Park,1330
165,Los Angeles - Highland Park,903
165,Los Angeles - Historic Filipinotown,359
165,Los Angeles - Hollywood,964
165,Los Angeles - Hollywood Hills,240
165,Los Angeles - Hyde Park,663
165,Los Angeles - Jefferson Park,220
165,Los Angeles - Koreatown,949
165,Los Angeles - Lafayette Square,74
165,Los Angeles - Lake Balboa,791
165,Los Angeles - Lakeview Terrace,464
165,Los Angeles - Leimert Park,250
165,Los Angeles - Lincoln Heights,896
165,Los Angeles - Little Armenia,346
165,Los Angeles - Little Bangladesh,408
165,Los Angeles - Little Tokyo,55
165,Los Angeles - Longwood,102
165,Los Angeles - Los Feliz,157
165,Los Angeles - Manchester Square,145
165,Los Angeles - Mandeville Canyon,18
165,Los Angeles - Mar Vista,261
165,Los Angeles - Marina Peninsula,28
165,Los Angeles - Melrose,1567
165,Los Angeles - Mid-city,239
165,Los Angeles - Miracle Mile,136
165,Los Angeles - Mission Hills,597
165,Los Angeles - Mt. Washington,447
165,Los Angeles - North Hills,1441
165,Los Angeles - North Hollywood,2817
165,Los Angeles - Northridge,1129
165,Los Angeles - Pacific Palisades,104
165,Los Angeles - Pacoima,2717
165,Los Angeles - Palisades Highlands,20
165,Los Angeles - Palms,461
165,Los Angeles - Panorama City,2249
165,Los Angeles - Park La Brea,86
165,Los Angeles - Pico-Union,1547
165,Los Angeles - Playa Del Rey,22
165,Los Angeles - Playa Vista,110
165,Los Angeles - Porter Ranch,277
165,Los Angeles - Rancho Park,63
165,Los Angeles - Regent Square,25
165,Los Angeles - Reseda,1771
165,Los Angeles - Reseda Ranch,88
165,Los Angeles - Reynier Village,29
165,Los Angeles - San Pedro,1689
165,Los Angeles - Shadow Hills,49
165,Los Angeles - Sherman Oaks,822
165,Los Angeles - Silverlake,532
165,Los Angeles - South Carthay,94
165,Los Angeles - South Park,1710
165,Los Angeles - St Elmo Village,120
165,Los Angeles - Studio City,203
165,Los Angeles - Sun Valley,1205
165,Los Angeles - Sunland,363
165,Los Angeles - Sycamore Square,5
165,Los Angeles - Sylmar,2639
165,Los Angeles - Tarzana,521
165,Los Angeles - Temple-Beaudry,1010
165,Los Angeles - Thai Town,129
165,Los Angeles - Toluca Lake,85
165,Los Angeles - Toluca Terrace,17
165,Los Angeles - Toluca Woods,14
165,Los Angeles - Tujunga,330
165,Los Angeles - University Hills,46
165,Los Angeles - University Park,626
165,Los Angeles - Valley Glen,473
165,Los Angeles - Valley Village,427
165,Los Angeles - Van Nuys,2250
165,Los Angeles - Venice,234
165,Los Angeles - Vermont Knolls,614
165,Los Angeles - Vermont Square,279
165,Los Angeles - Vermont Vista,1590
165,Los Angeles - Vernon Central,2494
165,Los Angeles - Victoria Park,179
165,Los Angeles - View Heights,37
165,Los Angeles - Watts,1536
165,Los Angeles - Wellington Square,100
165,Los Angeles - West Adams,738
165,Los Angeles - West Hills,420
165,Los Angeles - West Los Angeles,418
165,Los Angeles - West Vernon,1861
165,Los Angeles - Westchester,327
165,Los Angeles - Westlake,2097
165,Los Angeles - Westwood,275
165,Los Angeles - Wholesale District,2035
165,Los Angeles - Wilmington,1388
165,Los Angeles - Wilshire Center,933
165,Los Angeles - Winnetka,1001
165,Los Angeles - Woodland Hills,713
165,Unincorporated - Santa Monica Mountains,95
165,Acton,240
165,Canyon Country,221
165,Altadena,520
165,Duarte,243
165,Athens-Westmont,1249
165,Willowbrook,1500
165,Bassett,1208
165,Azusa,403
165,Monrovia,4
165,Castaic,1874
165,Cerritos,13
165,Covina,603
165,Claremont,7
165,El Segundo,164
165,Playa Vista,66
165,San Dimas,4
165,La Mirada,84
165,Lancaster,134
165,East Los Angeles,5218
165,Compton,551
165,South Whittier,1459
165,Lawndale,127
165,El Monte,6
165,Florence-Firestone,3428
165,Brentwood,0
165,Glendora,9
165,Hacienda Heights,815
165,Harbor Gateway,0
165,Hawthorne,617
165,Lake Los Angeles,374
165,La Canada Flintridge,127
165,Whittier,92
165,San Pedro,75
165,La Verne,25
165,Culver City,196
165,West Hills,27
165,Lakewood,0
165,Park La Brea,0
165,Stevenson Ranch,198
165,Palmdale,20
165,Lomita,7
165,South El Monte,244
165,Pomona,9
165,Carson,380
165,Rowland Heights,540
165,Avalon,16
165,Valinda,1200
165,Santa Monica Mountains,4180
165,West Los Angeles,39
165,West Whittier/Los Nietos,784
166,Long Beach,9283
166,Pasadena,2497
166,City of Agoura Hills,128
166,City of Alhambra,1023
166,City of Arcadia,394
166,City of Artesia,260
166,City of Avalon,5
166,City of Azusa,1217
166,City of Baldwin Park,2344
166,City of Bell,1318
166,City of Bell Gardens,1588
166,City of Bellflower,1948
166,City of Beverly Hills,570
166,City of Bradbury,13
166,City of Burbank,1134
166,City of Calabasas,218
166,City of Carson,1461
166,City of Cerritos,469
166,City of Claremont,293
166,City of Commerce,467
166,City of Compton,3279
166,City of Covina,1108
166,City of Cudahy,922
166,City of Culver City,346
166,City of Diamond Bar,448
166,City of Downey,3353
166,City of Duarte,414
166,City of El Monte,3658
166,City of El Segundo,106
166,City of Gardena,976
166,City of Glendale,2693
166,City of Glendora,1058
166,City of Hawaiian Gardens,433
166,City of Hawthorne,1613
166,City of Hermosa Beach,172
166,City of Hidden Hills,6
166,City of Huntington Park,2373
166,City of Industry,29
166,City of Inglewood,2366
166,City of Irwindale,61
166,City of La Canada Flintridge,139
166,City of La Habra Heights,31
166,City of La Mirada,706
166,City of La Puente,1213
166,City of La Verne,363
166,City of Lakewood,1015
166,City of Lancaster,2519
166,City of Lawndale,531
166,City of Lomita,197
166,City of Lynwood,2696
166,City of Malibu,88
166,City of Manhattan Beach,289
166,City of Maywood,1166
166,City of Monrovia,595
166,City of Montebello,1864
166,City of Monterey Park,763
166,City of Norwalk,2718
166,City of Palmdale,3161
166,City of Palos Verdes Estates,76
166,City of Paramount,1992
166,City of Pico Rivera,1971
166,City of Pomona,4393
166,City of Rancho Palos Verdes,246
166,City of Redondo Beach,477
166,City of Rolling Hills,5
166,City of Rolling Hills Estates,33
166,City of Rosemead,686
166,City of San Dimas,420
166,City of San Fernando,723
166,City of San Gabriel,480
166,City of San Marino,63
166,City of Santa Clarita,2563
166,City of Santa Fe Springs,439
166,City of Santa Monica,696
166,City of Sierra Madre,63
166,City of Signal Hill,214
166,City of South El Monte,663
166,City of South Gate,3753
166,City of South Pasadena,233
166,City of Temple City,436
166,City of Torrance,1168
166,City of Vernon,10
166,City of Walnut,229
166,City of West Covina,2354
166,City of West Hollywood,458
166,City of Westlake Village,23
166,City of Whittier,1806
166,Los Angeles - Adams-Normandie,210
166,Los Angeles - Alsace,294
166,Los Angeles - Angeles National Forest,2
166,Los Angeles - Angelino Heights,55
166,Los Angeles - Arleta,1154
166,Los Angeles - Atwater Village,187
166,Los Angeles - Baldwin Hills,520
166,Los Angeles - Bel Air,62
166,Los Angeles - Beverly Crest,91
166,Los Angeles - Beverlywood,127
166,Los Angeles - Boyle Heights,3667
166,Los Angeles - Brentwood,226
166,Los Angeles - Brookside,3
166,Los Angeles - Cadillac-Corning,103
166,Los Angeles - Canoga Park,1498
166,Los Angeles - Carthay,187
166,Los Angeles - Central,1777
166,Los Angeles - Century City,101
166,Los Angeles - Century Palms/Cove,1281
166,Los Angeles - Chatsworth,557
166,Los Angeles - Cheviot Hills,58
166,Los Angeles - Chinatown,96
166,Los Angeles - Cloverdale/Cochran,251
166,Los Angeles - Country Club Park,256
166,Los Angeles - Crenshaw District,262
166,Los Angeles - Crestview,163
166,Los Angeles - Del Rey,296
166,Los Angeles - Downtown,604
166,Los Angeles - Eagle Rock,540
166,Los Angeles - East Hollywood,534
166,Los Angeles - Echo Park,188
166,Los Angeles - El Sereno,994
166,Los Angeles - Elysian Park,84
166,Los Angeles - Elysian Valley,220
166,Los Angeles - Encino,444
166,Los Angeles - Exposition,68
166,Los Angeles - Exposition Park,1081
166,Los Angeles - Faircrest Heights,26
166,Los Angeles - Figueroa Park Square,272
166,Los Angeles - Florence-Firestone,1943
166,Los Angeles - Glassell Park,562
166,Los Angeles - Gramercy Place,204
166,Los Angeles - Granada Hills,970
166,Los Angeles - Green Meadows,791
166,Los Angeles - Hancock Park,186
166,Los Angeles - Harbor City,406
166,Los Angeles - Harbor Gateway,780
166,Los Angeles - Harbor Pines,17
166,Los Angeles - Harvard Heights,476
166,Los Angeles - Harvard Park,1347
166,Los Angeles - Highland Park,911
166,Los Angeles - Historic Filipinotown,361
166,Los Angeles - Hollywood,967
166,Los Angeles - Hollywood Hills,241
166,Los Angeles - Hyde Park,668
166,Los Angeles - Jefferson Park,221
166,Los Angeles - Koreatown,957
166,Los Angeles - Lafayette Square,74
166,Los Angeles - Lake Balboa,793
166,Los Angeles - Lakeview Terrace,464
166,Los Angeles - Leimert Park,252
166,Los Angeles - Lincoln Heights,901
166,Los Angeles - Little Armenia,351
166,Los Angeles - Little Bangladesh,411
166,Los Angeles - Little Tokyo,55
166,Los Angeles - Longwood,103
166,Los Angeles - Los Feliz,157
166,Los Angeles - Manchester Square,147
166,Los Angeles - Mandeville Canyon,18
166,Los Angeles - Mar Vista,263
166,Los Angeles - Marina Peninsula,28
166,Los Angeles - Melrose,1579
166,Los Angeles - Mid-city,240
166,Los Angeles - Miracle Mile,136
166,Los Angeles - Mission Hills,603
166,Los Angeles - Mt. Washington,450
166,Los Angeles - North Hills,1450
166,Los Angeles - North Hollywood,2840
166,Los Angeles - Northridge,1145
166,Los Angeles - Pacific Palisades,105
166,Los Angeles - Pacoima,2745
166,Los Angeles - Palisades Highlands,20
166,Los Angeles - Palms,462
166,Los Angeles - Panorama City,2259
166,Los Angeles - Park La Brea,86
166,Los Angeles - Pico-Union,1553
166,Los Angeles - Playa Del Rey,22
166,Los Angeles - Playa Vista,111
166,Los Angeles - Porter Ranch,285
166,Los Angeles - Rancho Park,63
166,Los Angeles - Regent Square,25
166,Los Angeles - Reseda,1788
166,Los Angeles - Reseda Ranch,88
166,Los Angeles - Reynier Village,29
166,Los Angeles - San Pedro,1695
166,Los Angeles - Shadow Hills,49
166,Los Angeles - Sherman Oaks,828
166,Los Angeles - Silverlake,534
166,Los Angeles - South Carthay,94
166,Los Angeles - South Park,1726
166,Los Angeles - St Elmo Village,120
166,Los Angeles - Studio City,205
166,Los Angeles - Sun Valley,1226
166,Los Angeles - Sunland,365
166,Los Angeles - Sycamore Square,5
166,Los Angeles - Sylmar,2664
166,Los Angeles - Tarzana,524
166,Los Angeles - Temple-Beaudry,1018
166,Los Angeles - Thai Town,132
166,Los Angeles - Toluca Lake,86
166,Los Angeles - Toluca Terrace,17
166,Los Angeles - Toluca Woods,14
166,Los Angeles - Tujunga,335
166,Los Angeles - University Hills,46
166,Los Angeles - University Park,633
166,Los Angeles - Valley Glen,476
166,Los Angeles - Valley Village,431
166,Los Angeles - Van Nuys,2262
166,Los Angeles - Venice,234
166,Los Angeles - Vermont Knolls,621
166,Los Angeles - Vermont Square,283
166,Los Angeles - Vermont Vista,1604
166,Los Angeles - Vernon Central,2513
166,Los Angeles - Victoria Park,180
166,Los Angeles - View Heights,37
166,Los Angeles - Watts,1549
166,Los Angeles - Wellington Square,101
166,Los Angeles - West Adams,742
166,Los Angeles - West Hills,428
166,Los Angeles - West Los Angeles,422
166,Los Angeles - West Vernon,1887
166,Los Angeles - Westchester,331
166,Los Angeles - Westlake,2105
166,Los Angeles - Westwood,275
166,Los Angeles - Wholesale District,2041
166,Los Angeles - Wilmington,1398
166,Los Angeles - Wilshire Center,941
166,Los Angeles - Winnetka,1013
166,Los Angeles - Woodland Hills,715
166,Unincorporated - Santa Monica Mountains,95
166,Acton,243
166,Canyon Country,222
166,Altadena,524
166,Duarte,244
166,Athens-Westmont,1263
166,Willowbrook,1520
166,Bassett,1223
166,Azusa,410
166,Monrovia,4
166,Castaic,1874
166,Cerritos,13
166,Covina,609
166,Claremont,7
166,El Segundo,167
166,Playa Vista,66
166,San Dimas,4
166,La Mirada,84
166,Lancaster,135
166,East Los Angeles,5255
166,Compton,555
166,South Whittier,1477
166,Lawndale,128
166,El Monte,6
166,Florence-Firestone,3456
166,Brentwood,0
166,Glendora,9
166,Hacienda Heights,828
166,Harbor Gateway,0
166,Hawthorne,625
166,Lake Los Angeles,376
166,La Canada Flintridge,130
166,Whittier,92
166,San Pedro,75
166,La Verne,25
166,Culver City,199
166,West Hills,27
166,Lakewood,0
166,Park La Brea,0
166,Stevenson Ranch,199
166,Palmdale,20
166,Lomita,7
166,South El Monte,249
166,Pomona,9
166,Carson,383
166,Rowland Heights,550
166,Avalon,17
166,Valinda,1214
166,Santa Monica Mountains,4085
166,West Los Angeles,39
166,West Whittier/Los Nietos,800
167,Long Beach,9425
167,Pasadena,2531
167,City of Agoura Hills,128
167,City of Alhambra,1036
167,City of Arcadia,404
167,City of Artesia,262
167,City of Avalon,5
167,City of Azusa,1234
167,City of Baldwin Park,2379
167,City of Bell,1333
167,City of Bell Gardens,1614
167,City of Bellflower,1965
167,City of Beverly Hills,570
167,City of Bradbury,13
167,City of Burbank,1146
167,City of Calabasas,218
167,City of Carson,1489
167,City of Cerritos,472
167,City of Claremont,302
167,City of Commerce,473
167,City of Compton,3328
167,City of Covina,1126
167,City of Cudahy,933
167,City of Culver City,348
167,City of Diamond Bar,450
167,City of Downey,3393
167,City of Duarte,422
167,City of El Monte,3692
167,City of El Segundo,106
167,City of Gardena,995
167,City of Glendale,2715
167,City of Glendora,1073
167,City of Hawaiian Gardens,443
167,City of Hawthorne,1636
167,City of Hermosa Beach,173
167,City of Hidden Hills,7
167,City of Huntington Park,2403
167,City of Industry,29
167,City of Inglewood,2392
167,City of Irwindale,61
167,City of La Canada Flintridge,139
167,City of La Habra Heights,32
167,City of La Mirada,722
167,City of La Puente,1235
167,City of La Verne,368
167,City of Lakewood,1027
167,City of Lancaster,2551
167,City of Lawndale,532
167,City of Lomita,199
167,City of Lynwood,2724
167,City of Malibu,90
167,City of Manhattan Beach,293
167,City of Maywood,1183
167,City of Monrovia,608
167,City of Montebello,1882
167,City of Monterey Park,782
167,City of Norwalk,2739
167,City of Palmdale,3199
167,City of Palos Verdes Estates,77
167,City of Paramount,2010
167,City of Pico Rivera,1997
167,City of Pomona,4465
167,City of Rancho Palos Verdes,249
167,City of Redondo Beach,482
167,City of Rolling Hills,5
167,City of Rolling Hills Estates,34
167,City of Rosemead,690
167,City of San Dimas,422
167,City of San Fernando,733
167,City of San Gabriel,488
167,City of San Marino,62
167,City of Santa Clarita,2602
167,City of Santa Fe Springs,444
167,City of Santa Monica,703
167,City of Sierra Madre,63
167,City of Signal Hill,219
167,City of South El Monte,671
167,City of South Gate,3788
167,City of South Pasadena,234
167,City of Temple City,441
167,City of Torrance,1177
167,City of Vernon,10
167,City of Walnut,233
167,City of West Covina,2376
167,City of West Hollywood,460
167,City of Westlake Village,24
167,City of Whittier,1825
167,Los Angeles - Adams-Normandie,215
167,Los Angeles - Alsace,294
167,Los Angeles - Angeles National Forest,2
167,Los Angeles - Angelino Heights,55
167,Los Angeles - Arleta,1165
167,Los Angeles - Atwater Village,190
167,Los Angeles - Baldwin Hills,527
167,Los Angeles - Bel Air,62
167,Los Angeles - Beverly Crest,93
167,Los Angeles - Beverlywood,130
167,Los Angeles - Boyle Heights,3704
167,Los Angeles - Brentwood,228
167,Los Angeles - Brookside,3
167,Los Angeles - Cadillac-Corning,104
167,Los Angeles - Canoga Park,1511
167,Los Angeles - Carthay,188
167,Los Angeles - Central,1801
167,Los Angeles - Century City,102
167,Los Angeles - Century Palms/Cove,1293
167,Los Angeles - Chatsworth,562
167,Los Angeles - Cheviot Hills,58
167,Los Angeles - Chinatown,97
167,Los Angeles - Cloverdale/Cochran,251
167,Los Angeles - Country Club Park,258
167,Los Angeles - Crenshaw District,262
167,Los Angeles - Crestview,166
167,Los Angeles - Del Rey,297
167,Los Angeles - Downtown,610
167,Los Angeles - Eagle Rock,546
167,Los Angeles - East Hollywood,533
167,Los Angeles - Echo Park,190
167,Los Angeles - El Sereno,1011
167,Los Angeles - Elysian Park,85
167,Los Angeles - Elysian Valley,221
167,Los Angeles - Encino,454
167,Los Angeles - Exposition,69
167,Los Angeles - Exposition Park,1096
167,Los Angeles - Faircrest Heights,26
167,Los Angeles - Figueroa Park Square,274
167,Los Angeles - Florence-Firestone,1956
167,Los Angeles - Glassell Park,572
167,Los Angeles - Gramercy Place,203
167,Los Angeles - Granada Hills,979
167,Los Angeles - Green Meadows,805
167,Los Angeles - Hancock Park,188
167,Los Angeles - Harbor City,410
167,Los Angeles - Harbor Gateway,788
167,Los Angeles - Harbor Pines,18
167,Los Angeles - Harvard Heights,480
167,Los Angeles - Harvard Park,1358
167,Los Angeles - Highland Park,920
167,Los Angeles - Historic Filipinotown,364
167,Los Angeles - Hollywood,970
167,Los Angeles - Hollywood Hills,241
167,Los Angeles - Hyde Park,675
167,Los Angeles - Jefferson Park,223
167,Los Angeles - Koreatown,973
167,Los Angeles - Lafayette Square,74
167,Los Angeles - Lake Balboa,800
167,Los Angeles - Lakeview Terrace,465
167,Los Angeles - Leimert Park,254
167,Los Angeles - Lincoln Heights,909
167,Los Angeles - Little Armenia,352
167,Los Angeles - Little Bangladesh,412
167,Los Angeles - Little Tokyo,55
167,Los Angeles - Longwood,105
167,Los Angeles - Los Feliz,165
167,Los Angeles - Manchester Square,150
167,Los Angeles - Mandeville Canyon,18
167,Los Angeles - Mar Vista,268
167,Los Angeles - Marina Peninsula,29
167,Los Angeles - Melrose,1589
167,Los Angeles - Mid-city,242
167,Los Angeles - Miracle Mile,138
167,Los Angeles - Mission Hills,608
167,Los Angeles - Mt. Washington,454
167,Los Angeles - North Hills,1469
167,Los Angeles - North Hollywood,2886
167,Los Angeles - Northridge,1154
167,Los Angeles - Pacific Palisades,105
167,Los Angeles - Pacoima,2766
167,Los Angeles - Palisades Highlands,20
167,Los Angeles - Palms,470
167,Los Angeles - Panorama City,2295
167,Los Angeles - Park La Brea,87
167,Los Angeles - Pico-Union,1565
167,Los Angeles - Playa Del Rey,22
167,Los Angeles - Playa Vista,113
167,Los Angeles - Porter Ranch,291
167,Los Angeles - Rancho Park,67
167,Los Angeles - Regent Square,25
167,Los Angeles - Reseda,1803
167,Los Angeles - Reseda Ranch,89
167,Los Angeles - Reynier Village,29
167,Los Angeles - San Pedro,1710
167,Los Angeles - Shadow Hills,49
167,Los Angeles - Sherman Oaks,834
167,Los Angeles - Silverlake,539
167,Los Angeles - South Carthay,95
167,Los Angeles - South Park,1742
167,Los Angeles - St Elmo Village,120
167,Los Angeles - Studio City,207
167,Los Angeles - Sun Valley,1248
167,Los Angeles - Sunland,369
167,Los Angeles - Sycamore Square,5
167,Los Angeles - Sylmar,2696
167,Los Angeles - Tarzana,524
167,Los Angeles - Temple-Beaudry,1027
167,Los Angeles - Thai Town,135
167,Los Angeles - Toluca Lake,86
167,Los Angeles - Toluca Terrace,17
167,Los Angeles - Toluca Woods,14
167,Los Angeles - Tujunga,341
167,Los Angeles - University Hills,47
167,Los Angeles - University Park,640
167,Los Angeles - Valley Glen,483
167,Los Angeles - Valley Village,434
167,Los Angeles - Van Nuys,2340
167,Los Angeles - Venice,242
167,Los Angeles - Vermont Knolls,625
167,Los Angeles - Vermont Square,292
167,Los Angeles - Vermont Vista,1622
167,Los Angeles - Vernon Central,2536
167,Los Angeles - Victoria Park,181
167,Los Angeles - View Heights,39
167,Los Angeles - Watts,1576
167,Los Angeles - Wellington Square,103
167,Los Angeles - West Adams,748
167,Los Angeles - West Hills,434
167,Los Angeles - West Los Angeles,426
167,Los Angeles - West Vernon,1905
167,Los Angeles - Westchester,337
167,Los Angeles - Westlake,2117
167,Los Angeles - Westwood,279
167,Los Angeles - Wholesale District,2065
167,Los Angeles - Wilmington,1421
167,Los Angeles - Wilshire Center,947
167,Los Angeles - Winnetka,1028
167,Los Angeles - Woodland Hills,721
167,,257
167,Unincorporated - Santa Monica Mountains,95
167,Acton,283
167,Canyon Country,225
167,Altadena,529
167,Duarte,246
167,Athens-Westmont,1280
167,Willowbrook,1545
167,Bassett,1244
167,Azusa,411
167,Monrovia,4
167,Castaic,1876
167,Cerritos,13
167,Covina,586
167,Claremont,18
167,El Segundo,168
167,Playa Vista,66
167,San Dimas,4
167,La Mirada,84
167,Lancaster,134
167,East Los Angeles,5314
167,Compton,562
167,South Whittier,1497
167,Lawndale,130
167,El Monte,6
167,Florence-Firestone,3490
167,Brentwood,0
167,Glendora,9
167,Hacienda Heights,832
167,Harbor Gateway,0
167,Hawthorne,631
167,Lake Los Angeles,380
167,La Canada Flintridge,134
167,Whittier,93
167,San Pedro,75
167,La Verne,25
167,Culver City,200
167,West Hills,27
167,Lakewood,0
167,Park La Brea,0
167,Stevenson Ranch,204
167,Palmdale,20
167,Lomita,7
167,South El Monte,250
167,Pomona,9
167,Carson,390
167,Rowland Heights,558
167,Avalon,17
167,Valinda,1224
167,Santa Monica Mountains,3990
167,West Los Angeles,41
167,West Whittier/Los Nietos,811
168,Long Beach,9552
168,Pasadena,2543
168,City of Agoura Hills,128
168,City of Alhambra,1041
168,City of Arcadia,405
168,City of Artesia,273
168,City of Avalon,5
168,City of Azusa,1248
168,City of Baldwin Park,2401
168,City of Bell,1344
168,City of Bell Gardens,1632
168,City of Bellflower,1987
168,City of Beverly Hills,576
168,City of Bradbury,13
168,City of Burbank,1155
168,City of Calabasas,219
168,City of Carson,1503
168,City of Cerritos,479
168,City of Claremont,306
168,City of Commerce,479
168,City of Compton,3371
168,City of Covina,1138
168,City of Cudahy,947
168,City of Culver City,349
168,City of Diamond Bar,456
168,City of Downey,3421
168,City of Duarte,428
168,City of El Monte,3729
168,City of El Segundo,106
168,City of Gardena,1008
168,City of Glendale,2752
168,City of Glendora,1080
168,City of Hawaiian Gardens,444
168,City of Hawthorne,1650
168,City of Hermosa Beach,176
168,City of Hidden Hills,7
168,City of Huntington Park,2425
168,City of Industry,29
168,City of Inglewood,2411
168,City of Irwindale,60
168,City of La Canada Flintridge,141
168,City of La Habra Heights,32
168,City of La Mirada,727
168,City of La Puente,1248
168,City of La Verne,372
168,City of Lakewood,1044
168,City of Lancaster,2590
168,City of Lawndale,534
168,City of Lomita,202
168,City of Lynwood,2749
168,City of Malibu,90
168,City of Manhattan Beach,295
168,City of Maywood,1192
168,City of Monrovia,614
168,City of Montebello,1895
168,City of Monterey Park,797
168,City of Norwalk,2776
168,City of Palmdale,3237
168,City of Palos Verdes Estates,77
168,City of Paramount,2038
168,City of Pico Rivera,2015
168,City of Pomona,4535
168,City of Rancho Palos Verdes,248
168,City of Redondo Beach,482
168,City of Rolling Hills,5
168,City of Rolling Hills Estates,34
168,City of Rosemead,697
168,City of San Dimas,427
168,City of San Fernando,738
168,City of San Gabriel,492
168,City of San Marino,62
168,City of Santa Clarita,2625
168,City of Santa Fe Springs,447
168,City of Santa Monica,707
168,City of Sierra Madre,63
168,City of Signal Hill,221
168,City of South El Monte,676
168,City of South Gate,3810
168,City of South Pasadena,235
168,City of Temple City,443
168,City of Torrance,1192
168,City of Vernon,10
168,City of Walnut,233
168,City of West Covina,2405
168,City of West Hollywood,465
168,City of Westlake Village,24
